,title,voice,author,publish,genre
493,[커뮤니케이션이해총서]위기관리의 이해,유재웅,유재웅,커뮤니케이션북스,오디오북스
494,[커뮤니케이션이해총서]게임의 역사,나보라,나보라,커뮤니케이션북스,오디오북스
495,[커뮤니케이션이해총서]음향효과,안익수,안익수,커뮤니케이션북스,오디오북스
496,[커뮤니케이션이해총서]디즈니 스튜디오,오동일,오동일,커뮤니케이션북스,오디오북스
497,[커뮤니케이션이해총서]무크 10대 이슈,민경배,민경배,커뮤니케이션북스,오디오북스
498,[커뮤니케이션이해총서]공익광고의 정석,김병희,김병희,커뮤니케이션북스,오디오북스
499,[커뮤니케이션이해총서]히틀러의 대중 연설,김종영,김종영,커뮤니케이션북스,오디오북스
500,[커뮤니케이션이해총서]스포츠 매니지먼트,문개성,문개성,커뮤니케이션북스,오디오북스
501,[커뮤니케이션이해총서]스포츠 인문과 사회,문개성,문개성,커뮤니케이션북스,오디오북스
502,[커뮤니케이션이해총서]선거와 표현의 자유,김경호,김경호,커뮤니케이션북스,오디오북스
503,[커뮤니케이션이해총서]국력이란 무엇인가,"최창현, 주성돈","최창현, 주성돈",커뮤니케이션북스,오디오북스
504,[커뮤니케이션이해총서]트랜스미디어 액티비즘,"김희경, 남정은","김희경, 남정은",커뮤니케이션북스,오디오북스
505,[커뮤니케이션이해총서]뉴스 어뷰징과 검색 알고리즘,김병희,김병희,커뮤니케이션북스,오디오북스
506,[커뮤니케이션이해총서]북한 기록영화,김승,김승,커뮤니케이션북스,오디오북스
507,[커뮤니케이션이해총서]뇌과학과 커뮤니케이션,이재신,이재신,커뮤니케이션북스,오디오북스
508,"[커뮤니케이션이해총서]디자인의 새로운 지형, 저작권과 상표권",최승재,최승재,커뮤니케이션북스,오디오북스
509,[커뮤니케이션이해총서]자아 커뮤니케이션,김진영,김진영,커뮤니케이션북스,오디오북스
510,[커뮤니케이션이해총서]조선 후기 대항공론장,원숙경,원숙경,커뮤니케이션북스,오디오북스
511,[커뮤니케이션이해총서]디지털 액터,정태섭,정태섭,커뮤니케이션북스,오디오북스
512,[커뮤니케이션이해총서]해리 포터와 환상세계의 힘,이영수,이영수,커뮤니케이션북스,오디오북스
513,[커뮤니케이션이해총서]임권택 영화,김대중,김대중,커뮤니케이션북스,오디오북스
514,[커뮤니케이션이해총서]정치와 커뮤니케이션,김창남,김창남,커뮤니케이션북스,오디오북스
515,[커뮤니케이션이해총서]공연 기획 입문,박정배,박정배,커뮤니케이션북스,오디오북스
516,[커뮤니케이션이해총서]시간을 이긴 디자인 10선,조영식,조영식,커뮤니케이션북스,오디오북스
517,[커뮤니케이션이해총서]로컬 콘텐츠의 기획과 제작,"김영수, 이정기","김영수, 이정기",커뮤니케이션북스,오디오북스
518,[커뮤니케이션이해총서]원소스멀티유스와 저작권 침해,최승재,최승재,커뮤니케이션북스,오디오북스
519,[커뮤니케이션이해총서]인디 게임,이정엽,이정엽,커뮤니케이션북스,오디오북스
520,[커뮤니케이션이해총서]성공적인 글로벌 기업 이미지 마케팅,강승구,강승구,커뮤니케이션북스,오디오북스
521,[커뮤니케이션이해총서]경합적 민주주의,유용민,유용민,커뮤니케이션북스,오디오북스
522,[커뮤니케이션이해총서]중국인의 체면,주민욱,주민욱,커뮤니케이션북스,오디오북스
523,[커뮤니케이션이해총서]저널리스트,이현택,이현택,커뮤니케이션북스,오디오북스
524,[커뮤니케이션이해총서]사과의 공식,이현우,이현우,커뮤니케이션북스,오디오북스
525,[커뮤니케이션이해총서]사용자경험과 서비스 변화,문재승,문재승 김한준 백소연 태은주,커뮤니케이션북스,오디오북스
526,[커뮤니케이션이해총서]10대를 위한 미디어,김덕원,김덕원,커뮤니케이션북스,오디오북스
527,[커뮤니케이션이해총서]네트워크와 운하,박태순,박태순,커뮤니케이션북스,오디오북스
528,[커뮤니케이션이해총서]대중가요 리메이크와 복고,박선민,박선민,커뮤니케이션북스,오디오북스
529,[커뮤니케이션이해총서]트랜스미디어 콘텐츠의 세계,김희경,김희경,커뮤니케이션북스,오디오북스
530,[커뮤니케이션이해총서]단편영화 연출,김아론,김아론,커뮤니케이션북스,오디오북스
531,[커뮤니케이션이해총서]미디어와 문화,김형곤,김형곤,커뮤니케이션북스,오디오북스
532,[커뮤니케이션이해총서]대중문화 비평의 관점과 기술,김정은,김정은,커뮤니케이션북스,오디오북스
533,[커뮤니케이션이해총서]환자를 위하는 의사의 대화법,우상수,우상수,커뮤니케이션북스,오디오북스
534,[커뮤니케이션이해총서]사전과 정보란 무엇인가,안의정,안의정,커뮤니케이션북스,오디오북스
535,[커뮤니케이션이해총서]가십,김정희,김정희,커뮤니케이션북스,오디오북스
536,[커뮤니케이션이해총서]스트리밍 시대의 비디오 저널리스트,이호은,이호은,커뮤니케이션북스,오디오북스
537,[커뮤니케이션이해총서]디지털 영상 플랫폼의 이해,김혜미,김혜미,커뮤니케이션북스,오디오북스
538,[커뮤니케이션이해총서]스마트 시대의 광고 문화,김병희,김병희,커뮤니케이션북스,오디오북스
539,[커뮤니케이션이해총서]소통과 공감의 힘,임동욱,임동욱,커뮤니케이션북스,오디오북스
540,[커뮤니케이션이해총서]디지털 방송의 보편적 서비스,최은경,최은경,커뮤니케이션북스,오디오북스
541,[커뮤니케이션이해총서]축제와 융합 콘텐츠 전략,류정아,류정아,커뮤니케이션북스,오디오북스
542,[커뮤니케이션이해총서]퍼스널 스토리텔링 전략,김태욱,김태욱,커뮤니케이션북스,오디오북스
543,[커뮤니케이션이해총서]소셜 미디어 시대의 광고,소현진,"김병희, 소현진, 이희복",커뮤니케이션북스,오디오북스
544,[커뮤니케이션이해총서]프로덕션 디자이너,심형근,심형근,커뮤니케이션북스,오디오북스
545,[커뮤니케이션이해총서]국제 공동제작,배기형,배기형,커뮤니케이션북스,오디오북스
546,[커뮤니케이션이해총서]스마트폰과 디지털 영상 제작,송낙원,송낙원,커뮤니케이션북스,오디오북스
547,[커뮤니케이션이해총서]오디오북과 낭독,"이진숙, 김희선","이진숙, 김희선",커뮤니케이션북스,오디오북스
548,[커뮤니케이션이해총서]미디어 리터러시 교육의 이해,김아미,김아미,커뮤니케이션북스,오디오북스
549,[커뮤니케이션이해총서]기만적인 표시 광고,조재영,조재영,커뮤니케이션북스,오디오북스
550,[커뮤니케이션이해총서]영화 흥행 요인,장병희,장병희,커뮤니케이션북스,오디오북스
551,[커뮤니케이션이해총서]스포츠 스폰서십의 이해,이재우,이재우,커뮤니케이션북스,오디오북스
552,[커뮤니케이션이해총서]문화예술 PR,김병희,김병희,커뮤니케이션북스,오디오북스
553,[커뮤니케이션이해총서]미디어 기호학,백선기,백선기,커뮤니케이션북스,오디오북스
554,[커뮤니케이션이해총서]미디어 제도 연구,허찬행,허찬행,커뮤니케이션북스,오디오북스
555,[커뮤니케이션이해총서]미디어 담론,백선기,백선기,커뮤니케이션북스,오디오북스
556,[커뮤니케이션이해총서]세계 방송의 거인들,김해영,"김우룡, 김해영",커뮤니케이션북스,오디오북스
557,[커뮤니케이션이해총서]주크박스 뮤지컬,원종원,원종원,커뮤니케이션북스,오디오북스
558,[커뮤니케이션이해총서]미디어 리터러시의 이해,전경란,전경란,커뮤니케이션북스,오디오북스
559,[커뮤니케이션이해총서]대중문화론,백선기,백선기,커뮤니케이션북스,오디오북스
560,[커뮤니케이션이해총서]텔레비전과 시청률,심미선,심미선,커뮤니케이션북스,오디오북스
561,[커뮤니케이션이해총서]다큐멘터리 피칭,배기형,배기형,커뮤니케이션북스,오디오북스
562,[커뮤니케이션이해총서]커뮤니케이션 정치경제학자들,최은경,최은경,커뮤니케이션북스,오디오북스
563,[커뮤니케이션이해총서]푸드 커뮤니케이션 전략,최홍규,최홍규,커뮤니케이션북스,오디오북스
564,[커뮤니케이션이해총서]콘텐츠 큐레이션,최홍규,최홍규,커뮤니케이션북스,오디오북스
565,[커뮤니케이션이해총서]비언어 커뮤니케이션,김해영,"김우룡, 김해영",커뮤니케이션북스,오디오북스
566,[커뮤니케이션이해총서]들뢰즈와 미디어,최영송,최영송,커뮤니케이션북스,오디오북스
567,[커뮤니케이션이해총서]공공서비스 미디어,최선욱,최선욱,커뮤니케이션북스,오디오북스
568,[커뮤니케이션이해총서]기업을 바꾼 10대 정보시스템,노규성,노규성,커뮤니케이션북스,오디오북스
569,[커뮤니케이션이해총서]유럽 영화 운동,이나라,이나라,커뮤니케이션북스,오디오북스
570,[커뮤니케이션이해총서]뉴로 커뮤니케이션,조창연,조창연,커뮤니케이션북스,오디오북스
571,[커뮤니케이션이해총서]해석수준 이론과 거리감 효과,정의준,"정의준, 유승호",커뮤니케이션북스,오디오북스
572,"[커뮤니케이션이해총서]통신의 역사, 봉수에서 아이폰까지",김해영,"김우룡, 김해영",커뮤니케이션북스,오디오북스
573,[커뮤니케이션이해총서]글로벌 PR의 오늘,신인섭,"신인섭, 이명천",커뮤니케이션북스,오디오북스
574,[커뮤니케이션이해총서]사라진 방송국,한진만,한진만,커뮤니케이션북스,오디오북스
575,[커뮤니케이션이해총서]사물인터넷 사회,노규성,노규성,커뮤니케이션북스,오디오북스
576,[커뮤니케이션이해총서]미디어 글쓰기,조철래,조철래,커뮤니케이션북스,오디오북스
577,[커뮤니케이션이해총서]대중가요 작사,김태희,김태희,커뮤니케이션북스,오디오북스
578,[커뮤니케이션이해총서]ott 서비스의 이해,배기형,배기형,커뮤니케이션북스,오디오북스
579,"[커뮤니케이션이해총서]어카운터빌리티, 새로운 미디어 규범",정수영,정수영,커뮤니케이션북스,오디오북스
580,[커뮤니케이션이해총서]미디어 모니터링,임동욱,임동욱,커뮤니케이션북스,오디오북스
581,[커뮤니케이션이해총서]방송 재원,황근,황근,커뮤니케이션북스,오디오북스
582,[커뮤니케이션이해총서]세계 10대 메가 스포츠 이벤트와 스폰서십,김주호,김주호,커뮤니케이션북스,오디오북스
583,[커뮤니케이션이해총서]한국의 방송위원회,한진만,한진만,커뮤니케이션북스,오디오북스
584,[커뮤니케이션이해총서]인터넷 자율 규제와 법,황승흠,황승흠,커뮤니케이션북스,오디오북스
585,[커뮤니케이션이해총서]가족 커뮤니케이션,반승원,반승원,커뮤니케이션북스,오디오북스
586,[커뮤니케이션이해총서]미디어 경제학,장병희,장병희,커뮤니케이션북스,오디오북스
587,[커뮤니케이션이해총서]디지털 세대 문화 정체성,이종임,이종임,커뮤니케이션북스,오디오북스
588,[커뮤니케이션이해총서]대중문화예술산업발전법 해설,황승흠,황승흠,커뮤니케이션북스,오디오북스
589,[커뮤니케이션이해총서]미디어의 세계화 이론과 모순,한수경,한수경,커뮤니케이션북스,오디오북스
590,[커뮤니케이션이해총서]단편영화 제작 입문,이찬복,이찬복,커뮤니케이션북스,오디오북스
591,[커뮤니케이션이해총서]게임 플랫폼과 콘텐츠 진화,한창완,한창완,커뮤니케이션북스,오디오북스
592,[커뮤니케이션이해총서]전략적 커뮤니케이션,신호창,신호창,커뮤니케이션북스,오디오북스
593,[커뮤니케이션이해총서]게이미피케이션,권보연,권보연,커뮤니케이션북스,오디오북스
594,[커뮤니케이션이해총서]광고 심의 기준,조재영,조재영,커뮤니케이션북스,오디오북스
595,[커뮤니케이션이해총서]휴리스틱과 설득,윤선길,윤선길,커뮤니케이션북스,오디오북스
596,[커뮤니케이션이해총서]영화 카피,김은영,김은영,커뮤니케이션북스,오디오북스
597,[커뮤니케이션이해총서]그로테스크의 정치학,이창우,이창우,커뮤니케이션북스,오디오북스
598,[커뮤니케이션이해총서]유료 방송 산업의 이해,김희경,김희경,커뮤니케이션북스,오디오북스
599,[커뮤니케이션이해총서]문화예술교육의 이해,이정화,이정화,커뮤니케이션북스,오디오북스
600,[커뮤니케이션이해총서]미디어와 명예훼손,박아란,박아란,커뮤니케이션북스,오디오북스
601,[커뮤니케이션이해총서]문화소비,이정화,이정화,커뮤니케이션북스,오디오북스
602,[커뮤니케이션이해총서]문화환경의 이해,이정화,이정화,커뮤니케이션북스,오디오북스
603,[커뮤니케이션이해총서]영상 스토리텔링의 일반 원리,권승태,권승태,커뮤니케이션북스,오디오북스
604,[커뮤니케이션이해총서]현대 속담,곽은희,곽은희,커뮤니케이션북스,오디오북스
605,[커뮤니케이션이해총서]현대 수수께끼,곽은희,곽은희,커뮤니케이션북스,오디오북스
606,[커뮤니케이션이해총서]모바일 미디어와 일상,송종현,송종현,커뮤니케이션북스,오디오북스
607,[커뮤니케이션이해총서]복잡계로 바라본 C-P-N-D ICCT 생태계,최창현,"최창현, 정시구",커뮤니케이션북스,오디오북스
608,[커뮤니케이션이해총서]영화 연기,박서연,박서연,커뮤니케이션북스,오디오북스
609,[커뮤니케이션이해총서]유명인 광고,남인용,남인용,커뮤니케이션북스,오디오북스
610,[커뮤니케이션이해총서]광고와 설득,남인용,남인용,커뮤니케이션북스,오디오북스
611,[커뮤니케이션이해총서]브랜드 스토리텔링,김태욱,김태욱,커뮤니케이션북스,오디오북스
612,[커뮤니케이션이해총서]기상캐스터,김정윤,김정윤,커뮤니케이션북스,오디오북스
613,[커뮤니케이션이해총서]장르영화,배상준,배상준,커뮤니케이션북스,오디오북스
614,[커뮤니케이션이해총서]방송 콘텐츠 기획,이자혜,이자혜,커뮤니케이션북스,오디오북스
615,[커뮤니케이션이해총서]정부광고의 정석,김병희,김병희,커뮤니케이션북스,오디오북스
616,[커뮤니케이션이해총서]문화예술 8P 마케팅,김병희,김병희,커뮤니케이션북스,오디오북스
617,[커뮤니케이션이해총서]한국 방송사,윤홍근,윤홍근,커뮤니케이션북스,오디오북스
618,[커뮤니케이션이해총서]채널 브랜드 아이덴티티 디자인,심형근,심형근,커뮤니케이션북스,오디오북스
619,[커뮤니케이션이해총서]헬스 커뮤니케이션,정의철,정의철,커뮤니케이션북스,오디오북스
620,[커뮤니케이션이해총서]브리태니커 백과사전,장경식,장경식,커뮤니케이션북스,오디오북스
621,[커뮤니케이션이해총서]CF 직업,정상수,정상수,커뮤니케이션북스,오디오북스
622,[커뮤니케이션이해총서]한 단어 프레젠테이션,정상수,정상수,커뮤니케이션북스,오디오북스
623,[커뮤니케이션이해총서]방송 편성 전략,한진만,한진만,커뮤니케이션북스,오디오북스
624,[커뮤니케이션이해총서]오메가 설득 이론,이현우,이현우,커뮤니케이션북스,오디오북스
625,[커뮤니케이션이해총서]방송 사건,한진만,한진만,커뮤니케이션북스,오디오북스
626,[커뮤니케이션이해총서]축제 이론,류정아,류정아,커뮤니케이션북스,오디오북스
627,[커뮤니케이션이해총서]태아 커뮤니케이션,"정경희,박효미","정경희,박효미",커뮤니케이션북스,오디오북스
628,[커뮤니케이션이해총서]문화 산업의 기초이론,김평수,김평수,커뮤니케이션북스,오디오북스
629,[커뮤니케이션이해총서]컴퓨터그래픽스 역사,이인재,이인재,커뮤니케이션북스,오디오북스
630,[커뮤니케이션이해총서]브랜드 네이밍과 상표권,조성광,조성광,커뮤니케이션북스,오디오북스
631,[커뮤니케이션이해총서]중국 홍콩 타이완 영화,박희성,박희성,커뮤니케이션북스,오디오북스
632,[커뮤니케이션이해총서]세계 방송사,윤홍근,윤홍근,커뮤니케이션북스,오디오북스
633,[커뮤니케이션이해총서]시청률 조사,정용찬,정용찬,커뮤니케이션북스,오디오북스
634,[커뮤니케이션이해총서]슈퍼 히어로,한창완,한창완,커뮤니케이션북스,오디오북스
635,[커뮤니케이션이해총서]불통에 대한 이해,안민호,안민호,커뮤니케이션북스,오디오북스
636,[커뮤니케이션이해총서]인쇄 역사,오성상,오성상,커뮤니케이션북스,오디오북스
637,[커뮤니케이션이해총서]미디어 아트,정동암,정동암,커뮤니케이션북스,오디오북스
638,[커뮤니케이션이해총서]영화 제작 기획서 쓰는 법,유세문,유세문,커뮤니케이션북스,오디오북스
639,[커뮤니케이션이해총서]비즈니스 혁신의 10대 경영도구,노규성,노규성,커뮤니케이션북스,오디오북스
640,[커뮤니케이션이해총서]커뮤니케이션,오미영,오미영,커뮤니케이션북스,오디오북스
641,[커뮤니케이션이해총서]TV 뉴스 편집,김강석,김강석,커뮤니케이션북스,오디오북스
642,[커뮤니케이션이해총서]문화 연구자,정재철,정재철,커뮤니케이션북스,오디오북스
643,[커뮤니케이션이해총서]브랜드 네이밍,정경일,정경일,커뮤니케이션북스,오디오북스
644,[커뮤니케이션이해총서]할리우드 영화,신강호,신강호,커뮤니케이션북스,오디오북스
645,[커뮤니케이션이해총서]만화의 문화 정치와 산업,한창완,한창완,커뮤니케이션북스,오디오북스
646,[커뮤니케이션이해총서]라디오 수신기의 역사,남표,남표,커뮤니케이션북스,오디오북스
647,[커뮤니케이션이해총서]라디오 프로그램 포맷,김승월,김승월,커뮤니케이션북스,오디오북스
648,[커뮤니케이션이해총서]행복 소통의 심리,나은영,나은영,커뮤니케이션북스,오디오북스
649,[커뮤니케이션이해총서]글로벌 스포츠 마케팅,이재우,이재우,커뮤니케이션북스,오디오북스
650,[커뮤니케이션이해총서]디지털 미디어 디자인,진경아,진경아,커뮤니케이션북스,오디오북스
651,[커뮤니케이션이해총서]콘셉트 커뮤니케이션,이현영,이현영,커뮤니케이션북스,오디오북스
652,[커뮤니케이션이해총서]출판 저작권,김기태,김기태,커뮤니케이션북스,오디오북스
653,[커뮤니케이션이해총서]출판 기획물의 세계사,부길만,부길만,커뮤니케이션북스,오디오북스
654,[커뮤니케이션이해총서]텔레비전 프로그램 포맷,은혜정,은혜정,커뮤니케이션북스,오디오북스
655,[커뮤니케이션이해총서]미디어 콘텐츠의 수용,안은미,안은미,커뮤니케이션북스,오디오북스
656,[커뮤니케이션이해총서]뉴미디어 방송 편성,김유정,김유정,커뮤니케이션북스,오디오북스
657,[커뮤니케이션이해총서]영화 산업,김미현,김미현,커뮤니케이션북스,오디오북스
658,[커뮤니케이션이해총서]디지털 콘텐츠 저작권,하동철,하동철,커뮤니케이션북스,오디오북스
659,[커뮤니케이션이해총서]공간형 콘텐츠,태지호,태지호,커뮤니케이션북스,오디오북스
660,[커뮤니케이션이해총서]기억 문화 연구,태지호,태지호,커뮤니케이션북스,오디오북스
661,[커뮤니케이션이해총서]국제방송의 역사와 유형,이진로,이진로,커뮤니케이션북스,오디오북스
662,[커뮤니케이션이해총서]코랄 커뮤니케이션,김형일,김형일,커뮤니케이션북스,오디오북스
663,[커뮤니케이션이해총서]영화 편집,김진희,김진희,커뮤니케이션북스,오디오북스
664,[커뮤니케이션이해총서]광고 크리에이티브,조운한,조운한,커뮤니케이션북스,오디오북스
665,[커뮤니케이션이해총서]한국 영화 역사,김미현,김미현,커뮤니케이션북스,오디오북스
666,[커뮤니케이션이해총서]선거 캠페인 커뮤니케이션,김창남,김창남,커뮤니케이션북스,오디오북스
667,[커뮤니케이션이해총서]콘텐츠 마케팅,김종하,김종하,커뮤니케이션북스,오디오북스
668,"[커뮤니케이션이해총서]영화,게임의 등급 분류",황승흠,황승흠,커뮤니케이션북스,오디오북스
669,[커뮤니케이션이해총서]팬덤 문화,홍종윤,홍종윤,커뮤니케이션북스,오디오북스
670,[커뮤니케이션이해총서]미디어 시민권,이병남,이병남,커뮤니케이션북스,오디오북스
671,[커뮤니케이션이해총서]토론,백미숙,백미숙,커뮤니케이션북스,오디오북스
672,[커뮤니케이션이해총서]커뮤니케이션 핵심 이론,정인숙,정인숙,커뮤니케이션북스,오디오북스
673,[커뮤니케이션이해총서]스피치,백미숙,백미숙,커뮤니케이션북스,오디오북스
674,[커뮤니케이션이해총서]미디어사회학,서명준,서명준,커뮤니케이션북스,오디오북스
675,[커뮤니케이션이해총서]글로벌 미디어와 문화경계,최은경,최은경,커뮤니케이션북스,오디오북스
676,[커뮤니케이션이해총서]디지털 게임이란 무엇인가,전경란,전경란,커뮤니케이션북스,오디오북스
677,[커뮤니케이션이해총서]영화적 순간,최인규,최인규,커뮤니케이션북스,오디오북스
678,[커뮤니케이션이해총서]시나리오 쓰기,송낙원,송낙원,커뮤니케이션북스,오디오북스
679,[커뮤니케이션이해총서]아이디어 발상법,김병희,김병희,커뮤니케이션북스,오디오북스
680,[커뮤니케이션이해총서]PR 직업,김찬석 외,"김찬석, 이완수, 정나영",커뮤니케이션북스,오디오북스
681,[커뮤니케이션이해총서]사실적 텔레비전과 방송 편성 문화,최은경,최은경,커뮤니케이션북스,오디오북스
682,[커뮤니케이션이해총서]디지털 사진과 커뮤니케이션,안경민,안경민,커뮤니케이션북스,오디오북스
683,[커뮤니케이션이해총서]플랫폼이란 무엇인가,노규성,노규성,커뮤니케이션북스,오디오북스
684,[커뮤니케이션이해총서]스포츠 프로모션,이재우,이재우,커뮤니케이션북스,오디오북스
685,[커뮤니케이션이해총서]파워 콘텐츠 공식,양성희,양성희,커뮤니케이션북스,오디오북스
686,[커뮤니케이션이해총서]글로벌 PR,이유나,이유나,커뮤니케이션북스,오디오북스
687,[커뮤니케이션이해총서]광고 카피라이팅,김병희,김병희,커뮤니케이션북스,오디오북스
688,[커뮤니케이션이해총서]AE와 광고 프레젠테이션,최원주,최원주,커뮤니케이션북스,오디오북스
689,[커뮤니케이션이해총서]인터넷 표현의 자유,박아란,박아란,커뮤니케이션북스,오디오북스
690,[커뮤니케이션이해총서]다큐멘터리,차민철,차민철,커뮤니케이션북스,오디오북스
691,[커뮤니케이션이해총서]브랜드 커뮤니케이션,최원주,최원주,커뮤니케이션북스,오디오북스
692,[커뮤니케이션이해총서]노인과 미디어,홍명신,홍명신,커뮤니케이션북스,오디오북스
693,[커뮤니케이션이해총서]실감 미디어,정회경,"정회경, 오창희",커뮤니케이션북스,오디오북스
694,[커뮤니케이션이해총서]영화 연출,송낙원,송낙원,커뮤니케이션북스,오디오북스
695,[커뮤니케이션이해총서]추리소설 잘 쓰는 공식,이상우,이상우,커뮤니케이션북스,오디오북스
696,[커뮤니케이션이해총서]라디오 직업,김승월,김승월,커뮤니케이션북스,오디오북스
697,[커뮤니케이션이해총서]광고 심의 체계,조재영,조재영,커뮤니케이션북스,오디오북스
698,[커뮤니케이션이해총서]한국 영화 정책과 산업,김미현,김미현,커뮤니케이션북스,오디오북스
699,[커뮤니케이션이해총서]영화의 이해,민경원,민경원,커뮤니케이션북스,오디오북스
700,[커뮤니케이션이해총서]마케팅 PR 전략과 사례,신호창,신호창,커뮤니케이션북스,오디오북스
701,[커뮤니케이션이해총서]영화 의상,김유선,김유선,커뮤니케이션북스,오디오북스
702,[커뮤니케이션이해총서]정보자본주의,백욱인,백욱인,커뮤니케이션북스,오디오북스
703,[커뮤니케이션이해총서]휴머니타스 테크놀로지,신동희,신동희,커뮤니케이션북스,오디오북스
704,[커뮤니케이션이해총서]사내 커뮤니케이션,신호창,신호창,커뮤니케이션북스,오디오북스
705,[커뮤니케이션이해총서]뮤지컬,원종원,원종원,커뮤니케이션북스,오디오북스
706,[커뮤니케이션이해총서]아나운서,김상준,김상준,커뮤니케이션북스,오디오북스
707,[커뮤니케이션이해총서]빅데이터,정용찬,정용찬,커뮤니케이션북스,오디오북스
708,[커뮤니케이션이해총서]성우,"배한성, 서혜정, 문선희, 김희선, 조예신, 박형욱",배한성 서혜정 박형욱 조예신 문선희 김희선,커뮤니케이션북스,오디오북스
709,[커뮤니케이션이해총서]텔레비전 프로그램 기법,이영돈,이영돈,커뮤니케이션북스,오디오북스
710,[커뮤니케이션이해총서]PR 커뮤니케이션 이론의 진화,김영욱,김영욱,커뮤니케이션북스,오디오북스
711,[커뮤니케이션이해총서]뉴미디어 이론,이재현,이재현,커뮤니케이션북스,오디오북스
712,빨강머리 앤 : 에이번리 이야기,이지혜,루시 모드 몽고메리,커뮤니케이션북스,오디오북스
713,[세계환상문학선] 카프카의 환상문학선,"윤인조,윤대홍,박창순,윤석현,장승연,최영도",프란츠 카프카,커뮤니케이션북스 &　 　　　바다출판사,오디오북스
714,[세계환상문학선] 만리장성을 쌓을 때,박창순,프란츠 카프카,커뮤니케이션북스 &　 　　　바다출판사,오디오북스
715,[세계환상문학선] 학술원에 드리는 보고,최영도,프란츠 카프카,커뮤니케이션북스 &　 　　　바다출판사,오디오북스
716,[세계환상문학선] 독수리,"윤인조,윤대홍",프란츠 카프카,커뮤니케이션북스 &　 　　　바다출판사,오디오북스
717,[세계환상문학선] 단식 광대,"윤인조,박창순,윤석현",프란츠 카프카,커뮤니케이션북스 &　 　　　바다출판사,오디오북스
718,[세계환상문학선] 오스카 와일드의 환상문학선,"김수진,김원정,박창순,신안진,윤대홍,윤인조,장승연,최영도",오스카 와일드,커뮤니케이션북스 &　 　　　바다출판사,오디오북스
719,[세계환상문학선] 캔터빌 유령,"장승연,박창순,신안진,윤대홍,김원정",오스카 와일드,커뮤니케이션북스 &　 　　　바다출판사,오디오북스
720,[세계환상문학선] 아서 새빌 경의 범죄,"윤인조,박창순,최영도,장승연",오스카 와일드,커뮤니케이션북스 &　 　　　바다출판사,오디오북스
721,[세계환상문학걸작선] 행복한 왕자,신안진,오스카 와일드,커뮤니케이션북스 &　 　　　바다출판사,오디오북스
722,빨강머리 앤 : 초록지붕 집 이야기,이지혜,"루시 모드 몽고메리, 엄진현(옮긴이)",커뮤니케이션북스,오디오북스
723,"100인의 배우, 우리 문학을 읽다",100인의 배우,,커뮤니케이션북스,오디오북스
724,길해연이 읽는 양귀자의 원미동 시인,길해연,양귀자,커뮤니케이션북스,오디오북스
725,정재진이 읽는 최일남의 흐르는 북,정재진,최일남,커뮤니케이션북스,오디오북스
726,성병숙이 읽는 이창동의 소지,성병숙,이창동,커뮤니케이션북스,오디오북스
727,윤상화가 읽는 윤정모의 밤길,윤상화,윤정모,커뮤니케이션북스,오디오북스
728,박호산이 읽는 김영현의 깊은 강은 멀리 흐른다,박호산,김영현,커뮤니케이션북스,오디오북스
729,이호성이 읽는 윤후명의 누란의 사랑,이호성,윤후명,커뮤니케이션북스,오디오북스
730,윤정섭이 읽는 최수철의 공중누각,윤정섭,최수철,커뮤니케이션북스,오디오북스
731,신현종·전국향이 읽는 임철우의 사평역,신현종·전국향,임철우,커뮤니케이션북스,오디오북스
732,김지숙이 읽는 서영은의 먼 그대,김지숙,서영은,커뮤니케이션북스,오디오북스
733,장영남이 읽는 김성동의 오막살이 집 한 채,장영남,김성동,커뮤니케이션북스,오디오북스
734,박상종이 읽는 현길언의 우리들의 조부님,박상종,현길언,커뮤니케이션북스,오디오북스
735,신안진이 읽는 이문열의 필론과 돼지,신안진,이문열,커뮤니케이션북스,오디오북스
736,김호영이 읽는 전상국의 우상의 눈물,김호영,전상국,커뮤니케이션북스,오디오북스
737,우현주가 읽는 김채원의 초록빛 모자,우현주,김채원,커뮤니케이션북스,오디오북스
738,전현아가 읽는 오정희의 중국인 거리,전현아,오정희,커뮤니케이션북스,오디오북스
739,전무송이 읽는 문순태의 징 소리,전무송,문순태,커뮤니케이션북스,오디오북스
740,문소리가 읽는 송기숙의 몽기미 풍경,문소리,송기숙,커뮤니케이션북스,오디오북스
741,최주봉이 읽는 이문구의 우리 동네 김씨,최주봉,이문구,커뮤니케이션북스,오디오북스
742,양손프로젝트가 읽는 조세희의 난장이가 쏘아올린 작은 공,양손프로젝트,조세희,커뮤니케이션북스,오디오북스
743,지춘성이 읽는 김주영의 도둑 견습,지춘성,김주영,커뮤니케이션북스,오디오북스
744,조재윤이 읽는 박범신의 토끼와 잠수함,조재윤,박범신,커뮤니케이션북스,오디오북스
745,김성녀가 읽는 황석영의 삼포 가는 길,김성녀,황석영,커뮤니케이션북스,오디오북스
746,손봉숙이 읽는 조선작의 영자의 전성시대,손봉숙,조선작,커뮤니케이션북스,오디오북스
747,장용철이 읽는 김원일의 어둠의 혼,장용철,김원일,커뮤니케이션북스,오디오북스
748,남기애가 읽는 박완서의 세상에서 제일 무거운 틀니,남기애,박완서,커뮤니케이션북스,오디오북스
749,김뢰하가 읽는 한수산의 사월의 끝,김뢰하,한수산,커뮤니케이션북스,오디오북스
